0.007000094	-0.0047190683	-0.007222066	0.042361956	0.011790228	0.056240857	0.048028752	-0.12487376	7.7563745e-05	0.030202603	-0.11930925	-0.019394072	-0.042755812	-0.04344478	0.0477094	0.032241642
0.034559064	0.009502027	0.010391529	-0.053934988	0.02349661	0.056101847	0.0705789	-0.15029857	0.018721215	0.015436163	-0.08159037	0.0031455916	0.029086985	-0.002567742	0.0060345717	0.023837786
-0.007127094	-0.0002321061	0.0062380545	-0.049020205	0.098059565	-0.016035529	0.0010766196	-0.17044668	0.0036247412	-0.040734433	-0.13950004	-0.00030935887	-0.03794362	-0.018670382	0.00035011984	0.061235122
-0.020227348	-0.007304436	0.049520392	0.01428725	0.033254452	0.0024141937	0.04383777	-0.10768331	-0.034991454	0.018142968	-0.09829451	0.01139502	0.0659999	0.058086675	-0.003006106	0.03229694
0.024549074	0.00571952	0.0014366292	-0.0051736645	0.0622408	0.07332196	-0.015402471	-0.06703231	-0.032474745	-0.030215552	-0.14271916	-0.024974607	0.029036801	0.0024612169	0.014394767	0.07850073
-0.042365514	-0.07637837	0.03191102	0.013444804	0.03982966	0.056478273	0.059000276	-0.06374275	-0.03539289	0.011809481	-0.10203164	-0.050995927	-0.032173585	0.008356124	0.025549887	0.08114489
0.05823797	-0.021151934	0.038724273	-0.09785634	0.10550968	0.06512129	0.08529325	-0.1371842	-0.022276465	-0.001942629	-0.15202393	-0.008029309	0.03431239	0.027782308	0.08134849	0.07104588
-0.044280052	0.005481817	0.026329255	0.020101946	-0.0035007324	0.014331317	0.027769316	-0.17847902	0.0030193948	0.01702949	-0.06171362	0.032804288	0.023921937	-0.011835629	0.026344158	0.10043389
0.039115194	0.025561739	0.04900458	0.023598332	0.01502564	0.045352437	0.0915449	-0.18527451	-0.0023283341	0.06297406	-0.067981154	-0.010800703	0.0026066594	-0.022236843	-0.050628643	0.07282929
0.00134341	0.06560375	0.029463189	-0.106419444	0.030192943	0.052199535	-0.029968297	-0.18687363	0.041127335	0.032468922	-0.016133623	-0.0323283	0.0085691055	0.020394016	-0.041821353	0.080255955
